index,review_title,review_text,review_rating,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
176,Totally worth the price,To review iPhone! Probably the only one I could afford but totally worth it.,5.0,0.0,0.796,0.204,0.4734,0.0022639513,0.042952087,0.954784
177,Best value for money iPhone,"This is the best value for money you can get. iPhone 11 has only a marginal improvement compared to iPhone XR. But the performance is almost at par with them. I had an iPhone 6s, which ran almost 4 years. Touch and feel you get from your iphone is unparalleled with any other phone.(I have used all platforms)",5.0,0.0,0.892,0.108,0.6486,0.0026390518,0.025485719,0.97187525
178,Please don't buy from Amazon and this seller,"I bought a iphone XR  ,Which has some screen and camera issues  ,screen is freezing ,Amazon custome r Care talk like we did mistake ,not gud behaviour called to amazon ,they asked to go Apple store,already visited there from apple support we got information battery already replaced of this IMIE number.I told them ,but they were not agree,they again and again saying go there,we cant replace it.we just requested also said we paid 50000 for that but they dont agree,so if you buying pn and you have any issue in phone even it would be damaged they are not going to replace IT,and this seller is selling refurbish product.",1.0,0.06,0.866,0.074,-0.09,0.7383075,0.23600288,0.025689637
179,You’re paying for the experience!,"Great phone! Best ux in the class, no offense android but why does my calculator need permission to access my contacts?",5.0,0.121,0.666,0.213,0.5175,0.03257747,0.111333616,0.8560889
180,Display issue in 15 days- not sure whether genuine,"Not sure whether genuine product. Bought it on the first day of amazon sale. Within 15days, got a vertical line in the middle of display- see photos. Have bought 5 apple devices in the past and never had any problem with any of them so far. Since the return window closes within 19 days have to now take it to apple service center. Seriously makes me thing about the originality of the product.",1.0,0.049,0.898,0.053,0.0762,0.063737944,0.30908194,0.6271801
181,Good,Good phone. Great screen size. But apple still has not fixed low light shooting. It still looks like crap when compared to oppo or Samsung or the +one series. It’s incredible how we end up paying so much for an iPhone which still doesn’t get its camera right. Battery life is good. Downside is the replacement of the phono jack for headphones with its lightning socket which operates both charger and headphones - which means you can only do one thing,5.0,0.064,0.787,0.149,0.7858,0.42322597,0.33420405,0.24257001
182,Delighted on iPhone XR 128GB White!!!,I just got my iPhone XR 128GB White phone. I feel am lucky to get 12% discount on MRP. In addition 10% discount on my Credit card. Also an 2% instantaneous cashback on a special day. Total paisa-vasool!!,5.0,0.0,0.787,0.213,0.8264,0.0013408107,0.021784952,0.9768743
183,Expensive CAN be Value for Money,Got it after discount for 43000+ additional value of 4000 on phone exchange.,5.0,0.0,0.833,0.167,0.34,0.024048887,0.78155965,0.19439141
184,iPhone review with regards  to amazon,"Feels like got robbed by apple I bought it for 64990 and after 10 days of launching iPhone 11 the price of this phone reduced to 54990 10000 drastic drop. Its bionic A12 chip is good and smooth but battery performance is bad, and it doesn't even have  Fingerprint sensor, the face detection wont work at all angles. Need to stop buying this apple product.",2.0,0.127,0.822,0.052,-0.7506,0.823896,0.14623362,0.029870432
185,Great deal with a good product,"The iPhone is a great phone, but I am really impressed with amazon. I recieved the phone in less than 36hrs and checked the warranty and coverage on the Apple website. Everything was right in place, turns out I was unnecesarily hesitant to purchase the phone online. Also got one year screen insurance free in addition to the heavy discount!",5.0,0.037,0.752,0.211,0.9157,0.00411494,0.01697732,0.97890776
186,👌👌👌CORAL XR Just Go for it & save 15k over 11., My review after one month of use,5.0,0.0,1.0,0.0,0.0,0.10239317,0.8428603,0.0547466
187,Don’t go for it,Pathetic experience with this phone . Bought it for 60K and not worth the price . Assembled in China and lot many issues with battery and other features . Better to buy from stores which are assembled in India and are cheaper with better quality check . Learnt hard way to never but electronics from amazon .,1.0,0.086,0.809,0.105,0.2656,0.36528948,0.43196142,0.2027491
188,iPhone xr,"I hot this product with 37K during big billion sale  ,and the product is super but it is not for you if you are a camera freak . Back camera and front camera both are good but front camera night vision is not enough . Over all battery life is good . Potrait mode  photos also good (without having a dual back camera)",5.0,0.054,0.715,0.231,0.9127,0.03129859,0.11674342,0.851958
189,Reviewing this after using it for a month!,"Not gonna lie while I was transferring my iCloud stuff, the phone got heated up to the point where I had to switch it off and then start over again.",4.0,0.0,1.0,0.0,0.0,0.6450803,0.32485977,0.03005989
190,OH APPLE! WHAT HAVE YOU MADE...(👌 AWESOME),The best camera and feel of security...,5.0,0.0,0.588,0.412,0.6369,0.008532613,0.1433171,0.84815025
191,It’s Apple  ....,"This is my 4th apple product. As usual, it’s apple works fine . Will easily can last upto 4 years. Battery- is just awesome, can last u full working day with heavy useage.",5.0,0.0,0.765,0.235,0.8074,0.0026958857,0.020788057,0.97651607
192,Only satisfied but certainly did't get the best one,"My second iphone and 3rd apple product so i can clearly say that if you are the first time user of apple product then you will surely give iphone XR 5 star rating but if you have been a long run user then you will think twice to give even 4 star also to this, may be after demise of Steve jobs apple has compromised with its quality, where as in till 2015 there were no comparison with any phone with iphone but now few products are giving strong comparison to it, apple is now only encashing its name but it will not good for the future of apple because now a days consumers are more aware, and if you are not giving 5 star to iphone the. Probably you have dealt with a wring product, sorry but not completely happy with XR. May be i will think next time when i will be upgrading my phone.",4.0,0.071,0.841,0.088,0.4419,0.5016581,0.40515488,0.09318702
193,Amazing and Durable,Best battery life in an iPhone.,5.0,0.0,0.543,0.457,0.6369,0.0028755562,0.06124261,0.9358818
194,Brilliant phone. Value for money!,"Awesome experience. Camera, performance and battery life is great. Totally worth every penny spent!",5.0,0.0,0.507,0.493,0.893,0.0021746687,0.008780844,0.98904455
195,Okayish,1.The battery life is good.,3.0,0.0,0.58,0.42,0.4404,0.0035243756,0.051683683,0.9447919
196,VERY BAD EXPERIENCE FROM USING AN APPLE FOR THE FIRST TIME,"I got a very bad product from Amazon. This was really not expected from Amazon. i don't know whether its an issue from Apple or Amazon. From the day it has come it started giving me issues.Issues related Hardware like Distorted sound i.e. Other person cannot listen the voice clearly, voice becomes like mute, and Software Issues like Phone getting hanged [NEVER HEARD IOS HANGING], Not able to unlock the phone moreover not able to recieve a call. I am the first time user to the iPhone and got this sort of bad experience which was never thought of or never expected.I am really disappointed with the product.Also I think Battery Life can be improved. Camera quality and Face reader is OK.",2.0,0.098,0.732,0.17,0.7231,0.8565536,0.121475115,0.021971257
197,Super phone,Thanks to Amazon for putting it on sale for 43K . Wonderful phone to have at such price . Battery life is perfect for heavy users . Although a double camera would have made it perfect.,4.0,0.0,0.632,0.368,0.9403,0.0026175368,0.016066678,0.98131573
198,Awesome Product,Honestly speaking I love apple products due to the simple design and fluid user experience with the products. I am a fan of black but i got the Product RED as part of the amount goes for HIV research.,5.0,0.0,0.837,0.163,0.6428,0.0028992123,0.025824588,0.9712762
199,Awesome phone (except the camera is average for the price),"This phone is just awesome. Screen is really good and bright, you can’t really make a difference between the screen and an AMOLED screen. I have compared them side by side. You can’t really say the difference.",5.0,0.0,0.754,0.246,0.8874,0.007113397,0.0212984,0.9715882
200,Go for it!,Note: No fingerprint reader in the phone so please consider it as the review of face id.,5.0,0.109,0.743,0.148,0.2002,0.14358833,0.783952,0.07245964
201,Faulty set received,"Received a faulty set, had to take it to a service centre within 2 months and they had to replace it with a new phone.",1.0,0.103,0.897,0.0,-0.3182,0.8552802,0.13645974,0.008260118
202,Happy with this purchase.....!,"Good purchase during the sale. I like it. Moved from 6 to XR, which makes it bulky in your hand. But i will get use to it. Battery backup is good. I love the photos clicked in Protrait mode.",5.0,0.0,0.66,0.34,0.9377,0.0035672695,0.021810029,0.9746227
203,Not too good not too bad,"Good phone. Being a 1st time user of ios, i liked it a lot. Although the compromises made for this phone like inferior display, big bezels nd notch are cleary visible and annoying. Battery life is top notch although supplied 5 watt charger is a trash. Using my iPad charger to charge it fast. Camera gives dslr quality pics in daylight nd outdoors but night photos are below average. In total a good package to try out apple ecosystem.",5.0,0.046,0.819,0.135,0.7311,0.052749816,0.1219316,0.82531863
204,Do not focus on the specs,"I purchased this phone from amazon during the freedom sale got it for an effective price 49k . This is my first iphone and honestly not regretting a bit . I was worried about the specs such as LCD screen and camera quality but it did not disappoint me this one camera on XR is 1000 times better than those Three cameras on my samsung A50 and the LCD screen hardly makes a difference its crystal clear and vibrant . The battery life is just beautiful it can stand for 48hours on a single charge . Overall it a good buy , Apple is never great with specs but the always kills it",5.0,0.082,0.665,0.254,0.9673,0.037986092,0.094335824,0.8676781
205,Bad customer care for purchasing iPhone on Amazon,The phone was not getting power on..,1.0,0.0,1.0,0.0,0.0,0.8017472,0.18493624,0.013316527
206,What a phone,"It's a fabulous product. I'm sure everyone knows it's quality. Only one thing that I should mention here regarding the battery. I was definitely expecting a better battery life in the normal mode. It's merely giving a day with normal usage in that mode. However, in the Low Power Mode, its giving a great battery life without compromising any regular features of the phone.",5.0,0.029,0.692,0.279,0.9524,0.0066376305,0.043290332,0.95007205
207,Phone started hanging on the first 15 days,"My experience with iPhones was never bad but this time with iPhone XR the phone started hanging from the very first month, it has not yet been a month and is already hanging.. did not expect this from apple gadgets. everything else is good the battery life , camera but its a little heavy, heats up and has started HANGING.",5.0,0.0,0.905,0.095,0.698,0.10914605,0.27697173,0.6138822
208,Iphone XR a beast,Since from a lot of months i have been waiting to buy an iPhone XR in great Indian sale and as more than I expected I bought this mobile for a huge price drop thanks to Amazon for that.I ordered on Saturday noon 1 Pm and I got the product on the next day early morning 7 Am a super fast delivery from Amazon.,5.0,0.031,0.72,0.249,0.926,0.002477088,0.030600237,0.96692264
209,Terrible Experience to switch from android to iOS,"If you are an Android user, you will find iPhone difficult in many respects. Firstly iPhone is not google friendly. Google updates will not happen automatically. Many free apps found in Android phones are not available in iPhone set up or you have to pay dearly. And there are many moreeeeeee......",3.0,0.109,0.751,0.14,0.4352,0.6158433,0.31353846,0.07061823
210,Amaaaaaaazing,This is my first iPhone and I am being excited. Close to a month now and I am still saying my new iPhone.,5.0,0.0,0.888,0.112,0.34,0.0015013565,0.009640436,0.9888582
211,Headphone quality is not as per iPhone standards,"Hi Team,",3.0,0.0,1.0,0.0,0.0,0.05314549,0.6642566,0.28259796
212,Iphone - either Iphone or no phone,I dont understand why would anyone use any other phone other than Iphone.  God please forgive their ignorance. They know not what they are missing,5.0,0.156,0.629,0.215,0.2023,0.9154244,0.0754169,0.009158662
213,Bill problem,My iphone was excellent bt i want my iphone complete bill...in box I can’t receive bill,1.0,0.0,0.706,0.294,0.6124,0.085714675,0.1965283,0.71775705
214,Best iphone u can get ryt now,Waited for a long time to get this mobile,5.0,0.0,1.0,0.0,0.0,0.16149403,0.61342293,0.22508304
215,Useless purchasing from Amazon,Want to return but u are not accepting it.. Bad experiance on amazon... Really paying a huge amount and giving bad quality products....,1.0,0.222,0.442,0.336,0.4341,0.89970255,0.088342726,0.011954775
216,Awesome Phone for a Average Users !!!!!,The product is awesome i have brought the same in Sep & there has been no issues it’s currently running on IOS 13.2.2 & the phone is very fast it also has e-sim which is a major plus point face recognition is very good without any hassle & the battery is good enough to take it for a day & half. As this phone was bought after APPLE TV + was released we have received a annual subscription free with the product from 1st Nov 2019,5.0,0.025,0.818,0.157,0.9116,0.0015344516,0.0088921115,0.9895734
217,Don't buy,Pls pls don't buy from amazon or any other site buy it from store because i got a defected xr its face id is not working and it is having heating issues and now amazon is also not replacing it,2.0,0.139,0.798,0.063,-0.4829,0.9560192,0.041508764,0.0024720712
218,Superb and Excellent as always.,"This is my third iPhone and I must say - each time Apple introduces an iPhone, they improve a lot in each model. iPhone XR is one of best selling iPhone for year 2018. Its not that cheap but still standout in crowd. Its not expensive than iPhone XS but still have all the features same as other top models- only difference is OLED screen but I can live with that. Recently introduced iPhone 11 and XR have only one difference which is of Price. Most of the features are exactly same. Best Battery backup ever in an iPhone I must say. Soothing and flawless iOS.  Camera is more than average and very much improved as compared to previous generations. Glass frame back and front and very appealing to eyes. Overall, a satisfactory experience with this device. A must buy if are considering iPhone 11 but have low budget.",5.0,0.016,0.814,0.17,0.9779,0.0024835865,0.02361978,0.9738966
219,Excellent value for money product,"Fingerprint reader given one star coz it has Face ID 😂, it works lightning fast (even in the dark) , super build quality, battery backup is nuts (works for more than 2 days with decent use) , Camera quality is amazing for photography and videography. Preferred product over iphone X if screen quality is not the main thing to notice (doesn't matter if you don't watch 4K videos on youtube)",5.0,0.046,0.848,0.105,0.745,0.010098245,0.062560685,0.9273411
220,Loving it!!,"Using an iPhone after 6 years. Have been using Android and the transition is bit difficult as I am used to having different functions. Happy with product, it is not as bulky as I assumed. Vibrant colour and smooth functioning. Delivery was also very quick.",5.0,0.051,0.802,0.146,0.6808,0.008100884,0.07909219,0.9128069
221,Excellent product,Looks: 5 /5,5.0,0.0,1.0,0.0,0.0,0.14368947,0.7768671,0.07944342
222,THINGS U NEED TO KNOW,Display 3.7/5 — but u will get use too it not too bad better than expensive android phones  (DONT BUY IF DISPLAY IS YOUR PRIORITY),4.0,0.111,0.753,0.135,0.1695,0.025672082,0.1785027,0.7958252
223,Very good phone to buy now (End of 2019),Only face recognition and no fingerprint. I think the phone is very good. Screen could be little smaller However these days only big screen phones are being launched so lets wait for future.,5.0,0.061,0.808,0.131,0.3597,0.010797299,0.06916466,0.92003804
224,My first ever Iphone : Red : Loving it!🥰,Heyaa! I just purchased Iphone couple of weeks back and its been 15days of my experience with iphone! This is the first ever Iphone for me and im super excited to buy this....here goes my quick review in brief about the entire phone specs!,4.0,0.0,0.851,0.149,0.8007,0.0010044874,0.0075773858,0.9914181
225,"From 3g, 3gs,4g,5g,6s now XR . Iphone Lover .",3 years with iPhone 6s and never faced a lag or hang . Battery started draining faster obviously 3 years and heavy usage did that .,5.0,0.0,0.908,0.092,0.2584,0.1368079,0.4377572,0.42543492
226,Not to iPhone Through Amazone,"It is very sad to say that Amazone allow to seller to sell the Damage iPhone to their site,.I purchase iphone XR but after receiving it is found that speaker was not good,vibration problem and camera quality was bad.I contacted to Amazone customer care but they refuse to do the same.”, Amazone customer told  that everything ll be look by iPhone care.I went there and they told me to submit the phone.They r not Exchanging  the same.Its been feel like I m using 2nd hand phone.Really very disappointed.",2.0,0.113,0.732,0.156,0.6706,0.9301036,0.06374997,0.006146443
227,iPhone XR great choice!,It’s good to be back with Apple and IOS!!,4.0,0.0,0.697,0.303,0.5399,0.0013053947,0.008106842,0.9905877
228,When u have to choose between to best products.!,"It's my first iphone ..i had also read a review about this phone which made me convinced to buy this particular product and model,though color yellow is my own choice,actually I wanted to buy iPhone 11 but when I read a review about this phone i got convinced bcoz sometimes it's really difficult to decide between to best things. Guys whosoever wants to buy iPhone 10 xr plz go for it it's a beautiful phone with all latest feature. Picture quality, screen touch, face recognition,battery life every thing is perfect,And trust me u won't regret..!!💕.",5.0,0.034,0.752,0.214,0.9654,0.0028334497,0.024894642,0.97227186
229,iPhone XR - camera beauty,Great deal.. Got it for 42999 for 128 GB version,5.0,0.0,0.687,0.313,0.6249,0.0016175556,0.040940963,0.95744145
230,Amazing product -- Delivered in 3 days,Pros:,4.0,0.0,1.0,0.0,0.0,0.024866028,0.4393099,0.5358241
231,Satisfied,I had s4 and SE...bought this because it is from apple..I am not a techie.. now I like SE,5.0,0.123,0.877,0.0,-0.2755,0.05603771,0.2948861,0.6490762
232,Got a damaged phone,"I received the phone on 21.10.2019, the phone operation was fine till 23.10.2019 and from next day it showed NO SIM after that all other sims were tried but the phone always displayed no sim installed and never worked again, this is the first time I had such a bad experience with Amazon, I was very very upset and today handed over the I phone Xr 128 GB to the authorised service centre in Kolkata, their response was not very positive and they will give feedback in 4-6 days time.",1.0,0.181,0.784,0.035,-0.948,0.92176,0.069985546,0.008254436
233,Good product,Fantastic Apple phone in this price range.,4.0,0.0,0.625,0.375,0.5574,0.0025167349,0.039239276,0.958244
234,"Excellent phone, but unfortunately have got a defective product",It is genuine and good phone. Esim facility is not working. May have to check with the service provider as well.,2.0,0.0,0.792,0.208,0.6124,0.39459366,0.4774977,0.12790869
235,Review after 2 weeks !!!,The name Apple defines everything. Awesome phone. The delivery was on time thanks to Amazon.,5.0,0.0,0.58,0.42,0.8271,0.0022662552,0.011688852,0.9860449
236,Go for it,"Good battery life and attractive design,  amazon offered great discount so went for it,  little heavy but that's OK.  Overall very nice product",5.0,0.0,0.518,0.482,0.9305,0.0036006924,0.022356134,0.9740432
237,A premium mobile in hand,"Thanks for Amazon for genuine product and safe delivery. Couple of month back i bought this mobile for 55,999. I am quite shock to see the reduction in price. However, The mobile works absolutely fine and truely a flagship phone. Smooth UI, Outstanding camera and average battery life.",3.0,0.052,0.68,0.268,0.8779,0.0064117378,0.031758215,0.96183
238,Living the BRAND: apple,"Delivered with in 2 days, Thanks to Amazon Prime.",5.0,0.0,0.566,0.434,0.5574,0.0015897411,0.022434568,0.97597575
239,Simply Amazing XR,"Best iphone out there coming from iphone 6 , XR just blown my mind away . Below are pros n cons of the phone",5.0,0.0,0.819,0.181,0.6369,0.0036823465,0.04265086,0.95366687
240,Defective product.  Dont buy apple products from amazon.,"Phone not working. Phone was autotyping and then eventually frozen screen. I bought on 15th oct and barely used for few days. No support from amazon for replacement for defective piece. One thing to note that when I received this piece, it was in a locked bag. However, there should have been some QR code on bag which the delivery boy scans. There was no such code on the bag and the delivery center sent the qr code as whatsapp on my phone.",1.0,0.084,0.865,0.051,-0.4404,0.7714691,0.20834939,0.020181486
241,Class apart phone || Worth it,Indeed a great phone. After a month usage I can say following:,5.0,0.0,0.661,0.339,0.6249,0.0041807746,0.04929115,0.9465281
242,Screen turn on issue,"While on call, if you want to see the screen, it takes time to turn on. So if you want to disconnect or add another call, frst you have to wait for the screen to turn on.. which is very irritating. One can’t even press the home button as it is not there in xr. Even aftr pressing power key, screen doesn’t turn on immediately nd pressing it twice results in disconnection of call. 😤😤",3.0,0.042,0.924,0.033,-0.4005,0.8751547,0.11318252,0.011662758
243,Fantastic phone at fantastic price,Thank u amazon for letting me hv this phone for under 40k. Everything about the phone is exceptional and for a change battery is excellent. Camera is good too and with dual sim capabilities the phone is sure a winner. The 11 is the same phone with just dual camera but 20k higher. So it didn’t make sense to buy the iPhone 11.,5.0,0.0,0.825,0.175,0.8151,0.0075398716,0.033414297,0.9590458
244,DO NOT BUY THE IPHONE XR AND UPDATE TO IOS 13,iOS 13 is a failed attempt from apple. The phone doesn't have a smooth wifi or network connectivity. Its worse than some other phones half the cost. Absolute disappointment. Even older phones like 5s and 6s don't show network issues while the iPhone XR has these issues. Apple support is clueless and can't solve the issue. Disappointed with this apple product. All else is good just that the phones connectivity which is the most important thing for a phone is atrocious. Avoid if u can.,1.0,0.192,0.705,0.103,-0.8359,0.9074679,0.07893718,0.013594866
245,No call recording app,"I’m very happy with this Apple product except call records. I didn’t find any app that suits my iOS XR in the store, rest everything works well.",5.0,0.0,0.798,0.202,0.7264,0.003584836,0.018887749,0.9775274
246,Manufacturing Defect!!,"Everything on this XR works extremely well but the only problem that i have faced is that there is some kind of manufacturing defect in the camera lens.The photos shot have a black spot kind of smoky.Its only visible when something bright like sky or white wall is shot.Also,I’ve wiped the camera glass many times so it’s not on the camera but the inside lens.Guys,phone is quite good just be careful while purchasing can happen with anyone.",4.0,0.074,0.759,0.167,0.8093,0.08268721,0.23384535,0.6834675
247,"Premium build quality, exceptional battery and performance",I have been using iPhone XR for about a week and I am impressed with the purchase and the phone has met my expectations. Here are some of the facts:,5.0,0.0,0.893,0.107,0.4767,0.0010921323,0.014078787,0.9848291
248,Complete review after one month use,For: Great battery life for an iPhone,5.0,0.0,0.594,0.406,0.6249,0.002933845,0.06399825,0.9330679
249,I phone XR,"Pros - good screen resolution, camera quality, battery back up is good. Good screen size.",4.0,0.0,0.558,0.442,0.8271,0.0031057794,0.03844278,0.9584515
250,Good phone - Apple iPhone XR (128GB) - Black,"I purchased this phone (Apple iPhone XR (128GB) - Black) during the Amazone Deewali sale, working fine and no issues so far. Installation and configuration was pretty easy as my previous phone was also iphone. I have checked and verified the product and it is a genuine one. The convenience part  is copying contacts, photos , audio & video files took less than 2 min. In overall,  phone is  good and i got it for around 50K with a Credit card refund offer of 2.5k back after 3 months. But I didn’t receive the refund so far. Spoke to bank and they advised to get in touch with Amazon. Not sure where to reach now.",3.0,0.036,0.852,0.111,0.655,0.012883021,0.092950135,0.8941668
251,Very happy with the purchase.,"I was a bit skeptical about buying it on Amazon. But happy to say..No regrets at all on this purchase. Works exactly as advertised. Absolutely no issues at all. Great battery life, nice photos. While the other variants of the latest iPhone have oled screen, this one has an lcd screen. But I don't think it is making a difference to me. The screen quality is excellent. Overall very satisfied with this purchase.",5.0,0.087,0.645,0.268,0.9628,0.009682263,0.040080298,0.95023745
252,Beast!,First time iOS user. Shifted from android to iOS finally,5.0,0.0,1.0,0.0,0.0,0.009105171,0.5261186,0.46477628
253,Its all about the experience,Reviewing the device after a months of usage.,5.0,0.0,1.0,0.0,0.0,0.056933768,0.8773901,0.06567614
254,Bad amazon,Battery life 5 hour and heating too much...Amazon se na kharide phone Sayed discount ke Naam pe refurbished phone dete hain....iPhone me heating problem samanya nahi hain....mera phone change kardo amazonwale,1.0,0.085,0.915,0.0,-0.4019,0.4901781,0.42432684,0.08549506
255,Iphone XR red 64gb,"Nice phone got it for rs44000 after discount.with no cost emi from Amazon icici credit card. Red is beautiful. Battery back is good last for more than one day in my case. Performance, quality And finish awesome. Got update to iOS13. Amazon super fast delivery in 14hrs. Phone was covered with innovative tamper proof packaging and a code ,otp was provided to me by sms before delivery. Code to me matched with code on packaging.",5.0,0.024,0.69,0.286,0.9729,0.0027335058,0.018495139,0.9787714
256,Iphone is iphone,There's no fingerprint sensor as its Iphone X series..face lock works good even in dark. Display is good fully visible in outdoors. Nice battery backup. Dual sim makes it awsome i.e one E Sim and normal one. May pay nominal fee for esim to operator. Currently only Jio and Airtel support esim..so please consider that.,5.0,0.057,0.728,0.215,0.875,0.008682547,0.092126384,0.899191
257,Defect piece,I received this product with slight scratch on the camera edges. It can be easily noticeable and,1.0,0.0,0.862,0.138,0.34,0.27361956,0.5777766,0.14860389
258,4 star. Certainly not the iPhone of Steve jobs era.,My 1st iPhone. I liked it. Only difficulty I find is I didn’t get much variety Of cases and cover for this model. You have to use for hands to handle this phone because of its size and skin. I purchased it in sell at Rs 46k in Nov 19. I prefer volume keys to be in right hand side and music aux cable on top which makes a mobile easy to handle and operate,4.0,0.031,0.83,0.139,0.8074,0.03660928,0.20764287,0.75574785
259,Faulty Mobile,I had purchased the Mobile for Gift to My Son. When I started it on 23rd Oct I found that the some of the functions of the Mobile are not working. To my disapointment I could not return as it was not showing the option. The return period was valid but could not return.,1.0,0.0,0.962,0.038,0.2382,0.8247499,0.16330917,0.011940888
260,Amazing buy!! Premium experience and value for money!!,I bought a Product Red iPhone XR in the Great Indian Amazon sale in exchange for my 3 year old iPhone 7. I got the 128 GB version for ₹ 40k.,5.0,0.0,0.805,0.195,0.7003,0.0023959477,0.23808649,0.7595175
261,Killer phone at killer price 40k champ,Best value for money apple device right now got this iphone xr for 38k steal price totally worth it i am not an apple fanboy i use my oneplus 7 along with this device the softare smoothness is unmatchable camera is great and brand value is superb but main cons is slow charger it takes almost 3hr to complete the charge and display is also good but flat/accurate colours but i like the saturated one of my 1+ 7 but the quality is very nice closer to 1080 full hd panel for so under 45k is the best apple device you can get but if display is your main priority than oneplus 7t is a better overall device along with fast charging in this price range,5.0,0.015,0.752,0.234,0.9841,0.0050373985,0.037028138,0.95793444
262,Genuine product delivered,I checked the IMEI with Apple once i got the phone and it is genuine,5.0,0.0,1.0,0.0,0.0,0.005376492,0.17880347,0.8158201
263,Within 24 hrs it is getting hang and frozen..  And it took almost 4 hrs to unlock the device..,"Hi, i have purchased this phone on 27th sep,  as i am prime member so i got this product on 30th sep.  I have created apple i. D pass word..  Since morning the very next day of product received..  Today is 1st oct 2019.. In a single day..  Even not completing 24 hours..  It is getting hang..  And it took time to almost 4 hours to unlock my device..  Even though i was not able to unlock my screen",1.0,0.0,0.972,0.028,0.25,0.44919908,0.4304486,0.12035227
264,Brilliant In Every Way!,I have been using this Phone for about 5 months. I had used 5s and 6s plus. This phone is definitely a Big Big upgrade from former models. It’s brilliant in every possible way. The two main concerns which I had earlier with iPhones were battery life and secondary SIM card. I’m happy that finally Apple heard us and released this beast. You might wonder about thick bezels and LCD display on this phone. I bet you don’t notice them at all when you get along with this phone. No wonder why XR is the best selling smartphone worldwide. Battery life is excellent. Enough of reviews. Just go for it. You won’t regret at any point of time!,5.0,0.039,0.818,0.143,0.937,0.0034780933,0.016947804,0.9795741
265,Happy to own one after iPhone 5s,"A superb smartphone at this price range, bought k20 pro a few days back but wanted to get an iPhone, got it on the early prime member sale at an amazing price, everything is perfect, except for the camera which shows a yellowish pictures everytime rest of all battery, screen performance is what I needed the most and this didn’t let me down. Thanks amazon and apple for timely delivery and a best product",5.0,0.0,0.72,0.28,0.9788,0.0031111152,0.014513293,0.98237556
266,My first IPhone 😍, Everything is awesome except battery.,4.0,0.0,0.494,0.506,0.6249,0.009046796,0.06384864,0.92710453
267,Not genuine seller,This does not seem to be a genuine product. My phone goes completely silent many times and i have to restart it. The seller is not genuine. Better go for other sellers or offline.,1.0,0.115,0.885,0.0,-0.4416,0.94728345,0.04928395,0.0034326168
268,Setisfied customer,"Really super experience,simply best quality,since 10 eyrs I used android and now feeling ios and iPhone quality,before I used Samsung S9plus which bought for 65k now it’s awailable for 28k means 25k worth product they sold for 65k.So my final  openion is shift to ios and iphone xr is value for money.",5.0,0.0,0.757,0.243,0.9254,0.00962556,0.095084794,0.89528966
269,Great price value equation,Best battery life amongst current iPhones...lightning fast with the most current A12 processor...specs are almost at par with the iPhone XS/XS Max...except for the camera and display. All in all...excellent price/value equation.,5.0,0.0,0.881,0.119,0.6369,0.001529856,0.024228489,0.9742416
270,Amazing i phone at this price,I purchase in amazon festive sale at 40000 which is great but if one buy under 50000 at that price also it is amazing,5.0,0.0,0.631,0.369,0.8779,0.0014541057,0.019991325,0.97855455
271,Faulty iPhone delivered by Amazon.,I'm regular Amazon buyer for many years now.Got my first iPhone xr delivered on 7/10/2019.But sorry to inform it stopped working from 21/10/2019.Amazon delivered Apple phone which is a most trusted brand in world.Dont know whose fault it is.I contacted Apple authorised service centre ie. Icare  who has d mobile to Bangalore.And now I'm waiting for their reply.My trust on Amazon is affected,1.0,0.106,0.751,0.143,0.5563,0.5760356,0.32646668,0.09749767
272,Don't buy iPhone from amazon,Product is good what we bought from Apple store but what Amazon delivered is not good  I suspect this not good quality product Amazon delivered during sale  with in a month one day this iPhone abruptly went off ND I was not able to on it again,1.0,0.0,0.703,0.297,0.9335,0.7331575,0.21525733,0.051585082
273,iPhone XR just brilliant in every way !!!✌️✌️,"Very beautiful phone...very long battery life, superb camera quality...thanks a lot Amazon for such great discount during prime day sale n for making it affordable ...very happy with my purchase😊😊😊",5.0,0.0,0.564,0.436,0.9571,0.0014548377,0.0064475224,0.9920976
274,Worth the money :-),The phone is a little big and handling it single handed might be a problem but size matters ! The display and the face recognition is awesome,5.0,0.062,0.701,0.237,0.7385,0.015240379,0.06690235,0.9178573
275,Go for 256 gb only . Black / white / blue is better in looks,"Still now doing great . iPhone XR is a great phone , upgraded from iPhone 8+ , n i am totally satisfied. Yellow is a beautiful colour but the only con is the side bezels n aluminium frame colour.",4.0,0.0,0.738,0.262,0.8223,0.0023558452,0.012726727,0.98491746
276,Much needed phone,Good battery backup so far. Little bit heavy compared to my previous version. Face unlock feature is a bit irritating sometimes as it gets unlocked sometimes when u don’t wanna do it,5.0,0.088,0.826,0.086,-0.0258,0.3332068,0.42208034,0.24471286
277,It’s not a wow one but we can go for it,Well I’m writing this review after 3months of usage.,4.0,0.0,0.792,0.208,0.2732,0.24899638,0.70038664,0.050616972
